Date/Time,Environment:Site Sky Temperature [C](Hourly),Outdoor Air Drybulb Temperature [C],Outdoor Air Wetbulb Temperature [C],Outdoor Air Wind Speed [m/s],Outdoor Air Wind Direction [degree]
 01/15  24:00:00,2.396275655,14.19105002,7.800692936,1.585743602,85
 01/16  01:00:00,2.214945941,14.06605002,7.98344492,0.594653851,26.25
 01/16  02:00:00,1.848049112,13.19105002,7.714878977,0.800495568,62.5
 01/16  03:00:00,1.341875213,12.77855002,7.78357157,1.280792909,106.25
 01/16  04:00:00,1.34280269,12.77855002,8.151706765,1.05207989,85
 01/16  05:00:00,1.715609102,12.40355002,7.890207973,1.334159281,82.5
 01/16  06:00:00,1.795257266,12.17855002,7.659758323,0.594653851,33.75
 01/16  07:00:00,2.454420827,12.17855002,7.858321851,0,0
 01/16  08:00:00,2.190755403,12.17855002,7.780018912,0,0
 01/16  09:00:00,2.323192167,12.86605002,7.897717748,0.991089751,56.25
 01/16  10:00:00,1.846215732,13.27855002,8.172847632,1.395149419,90
 01/16  11:00:00,2.425869189,14.34105002,8.845850349,1.280792909,102.5
 01/16  12:00:00,3.838798447,15.66605002,9.667593605,1.05207989,147.5
 01/16  13:00:00,6.583642315,16.76605002,10.25757466,0.343069529,63.75
 01/16  14:00:00,8.321009764,17.17855002,11.01313086,1.753466483,316.25
 01/16  15:00:00,8.789699277,17.17855002,11.99258964,2.61495219,296.25
 01/16  16:00:00,10.03207221,17.17855002,12.52710396,3.110497066,293.75
 01/16  17:00:00,10.20487199,16.86605002,12.3505868,3.057130695,290
 01/16  18:00:00,6.795225924,16.30355002,12.01341557,2.61495219,290
 01/16  19:00:00,4.279276786,15.76605002,11.77967391,2.310001497,283.75
 01/16  20:00:00,3.10970584,14.82855002,11.45818345,1.395149419,255
 01/16  21:00:00,3.681503343,14.37855002,11.303027,0.343069529,225
 01/16  22:00:00,3.91805418,14.06605002,10.9537007,0,0
 01/16  23:00:00,4.073405901,13.87855002,10.40943201,0.800495568,285
 01/16  24:00:00,2.204102288,12.81605002,9.398877956,1.471387092,233.75
 01/17  01:00:00,-0.274721725,11.86605002,7.083871788,1.776337785,242.5
 01/17  02:00:00,-4.241116247,11.30355002,5.34374116,1.890694295,243.75
 01/17  03:00:00,-5.320353594,10.39105002,4.693575544,1.509505929,240
 01/17  04:00:00,-4.94575652,9.978550021,4.396905948,1.471387092,258.75
 01/17  05:00:00,-4.46241531,9.291050021,4.268855542,1.585743602,288.75
 01/17  06:00:00,-6.285458341,8.191050021,3.830285984,0.594653851,247.5
 01/17  07:00:00,-7.290622552,8.466050021,3.635705201,0.991089751,310
 01/17  08:00:00,-8.148690163,8.503550021,3.53021852,0.594653851,240
 01/17  09:00:00,-8.323604281,8.653550021,3.819663119,0.571782549,322.5
 01/17  10:00:00,-7.467667165,9.566050021,4.22419201,0.343069529,247.5
 01/17  11:00:00,-4.961213648,11.35355002,5.198272696,0.800495568,285
 01/17  12:00:00,-2.969484514,12.86605002,6.01472477,1.280792909,246.25
 01/17  13:00:00,-2.549636305,13.96605002,6.855634954,1.280792909,256.25
 01/17  14:00:00,-1.721243063,15.12855002,7.657575865,0.480297341,232.5
 01/17  15:00:00,-0.003879389,16.26605002,7.976362632,0.991089751,266.25
 01/17  16:00:00,0.594010398,16.67855002,7.751599248,0.594653851,213.75
 01/17  17:00:00,-0.709820072,16.30355002,7.41898836,0.991089751,285
 01/17  18:00:00,-1.996023641,15.39105002,7.162055602,1.585743602,221.25
 01/17  19:00:00,-3.025388411,13.91605002,6.897157525,0.594653851,213.75
 01/17  20:00:00,-4.57938521,11.90355002,6.38826254,0.571782549,272.5
 01/17  21:00:00,-5.117334537,10.76605002,5.484482085,0.343069529,217.5
 01/17  22:00:00,-5.895991324,10.57855002,4.972260792,0,0
 01/17  23:00:00,-7.737337673,9.141050021,4.240743881,1.181683934,56.25
 01/17  24:00:00,-8.382376415,8.278550021,4.10938919,1.280792909,83.75
 01/18  01:00:00,-8.740052432,7.591050021,4.07815546,1.334159281,86.25
 01/18  02:00:00,-9.30801833,6.866050021,3.780194053,1.1664364,102.5
 01/18  03:00:00,-9.940880322,6.303550021,3.49854124,1.143565098,97.5
 01/18  04:00:00,-11.28428348,5.016050021,2.676527702,1.471387092,108.75
 01/18  05:00:00,-11.92727127,4.378550021,2.242466401,1.395149419,107.5
 01/18  06:00:00,-11.465416,4.753550021,2.583945398,0.480297341,37.5
 01/18  07:00:00,-11.80498446,4.291050021,2.434115107,0.991089751,56.25
 01/18  08:00:00,-12.17499343,3.878550021,2.216117221,1.585743602,90
 01/18  09:00:00,-9.748909402,5.628550021,3.155495461,1.395149419,96.25
 01/18  10:00:00,-5.969385903,6.991050021,3.852317962,1.05207989,81.25
 01/18  11:00:00,-3.588026365,8.928550021,4.478493296,0.343069529,26.25
 01/18  12:00:00,-4.987601766,10.66605002,4.892227703,0,0
 01/18  13:00:00,-5.320353594,12.14105002,5.293732008,0.571782549,291.25
 01/18  14:00:00,-2.566238638,14.15355002,5.585175493,1.334159281,237.5
 01/18  15:00:00,-2.331455764,16.04105002,5.67908517,2.157526151,230
 01/18  16:00:00,-2.85620469,16.30355002,5.830834989,1.738218949,261.25
 01/18  17:00:00,-2.63318939,16.45355002,5.963222972,1.852575458,261.25
 01/18  18:00:00,-3.815527398,15.24105002,5.346972593,1.814456622,231.25
 01/18  19:00:00,-5.290896426,13.37855002,4.602536419,0.594653851,217.5
 01/18  20:00:00,-5.576493772,12.77855002,4.4620639,0.800495568,81.25
 01/18  21:00:00,-6.946229407,11.40355002,3.766008206,1.05207989,173.75
 01/18  22:00:00,-8.115740352,10.20355002,3.109447672,0.914852078,143.75
 01/18  23:00:00,-9.039942261,8.916050021,2.650914321,0.914852078,116.25
 01/18  24:00:00,-9.638513171,7.966050021,2.482722439,1.524753464,95
 01/19  01:00:00,-10.94847607,6.716050021,1.727139507,1.509505929,98.75
 01/19  02:00:00,-11.68025186,6.078550021,1.254367193,1.280792909,110
 01/19  03:00:00,-11.68025186,6.078550021,1.254367193,1.661981275,103.75
 01/19  04:00:00,-12.14473385,5.766050021,0.899149817,1.280792909,93.75
 01/19  05:00:00,-12.57913665,5.203550021,0.546569555,0.914852078,152.5
 01/19  06:00:00,-12.20675635,4.603550021,0.449314523,0.343069529,206.25
 01/19  07:00:00,-11.61893334,4.066050021,0.13277748,0,0
 01/19  08:00:00,-10.21769411,4.566050021,0.268924153,0,0
 01/19  09:00:00,-9.188062399,6.041050021,1.037553853,0,0
 01/19  10:00:00,-8.265470667,8.366050021,2.006764508,1.181683934,43.75
 01/19  11:00:00,-6.363798366,11.12855002,2.868326653,2.881784046,76.25
 01/19  12:00:00,-5.203454259,12.55355002,3.295613846,2.675942329,67.5
 01/19  13:00:00,-4.888637047,13.46605002,3.743013595,0.82336687,22.5
 01/19  14:00:00,-3.95373119,14.56605002,4.465134979,0.571782549,31.25
 01/19  15:00:00,0.881525571,15.35355002,4.826607825,0.914852078,81.25
 01/19  16:00:00,0.263945374,15.57855002,4.855862506,0.343069529,37.5
 01/19  17:00:00,-0.979383479,15.57855002,4.852331997,0.800495568,316.25
 01/19  18:00:00,-0.978390536,15.20355002,4.793733466,1.661981275,178.75
 01/19  19:00:00,-1.498991559,14.60355002,4.607106926,0.709010361,15
 01/19  20:00:00,-1.801756555,13.69105002,4.319768407,0,0
 01/19  21:00:00,-2.579063028,12.27855002,3.903815867,0.571782549,260
 01/19  22:00:00,-4.554771735,11.30355002,3.456327739,0.343069529,210
 01/19  23:00:00,-6.798889121,10.01605002,2.887340429,0.800495568,62.5
 01/19  24:00:00,-8.774019459,8.691050021,2.491551437,1.471387092,87.5
 01/20  01:00:00,-10.39758465,7.278550021,1.976031419,0.594653851,30
 01/20  02:00:00,-11.09645082,6.678550021,1.432493838,0.571782549,50
 01/20  03:00:00,-12.11596658,5.616050021,0.858584154,0.343069529,30
 01/20  04:00:00,-12.82872653,4.978550021,0.295582489,0,0
 01/20  05:00:00,-13.39362765,4.603550021,-0.171218138,0.571782549,62.5
 01/20  06:00:00,-14.31108256,3.691050021,-0.630730214,1.334159281,93.75
 01/20  07:00:00,-15.01211448,2.966050021,-1.096080397,1.966931968,90
 01/20  08:00:00,-15.04389549,2.778550021,-1.094017818,1.395149419,108.75
 01/20  09:00:00,-13.68190028,4.153550021,-0.189843295,1.143565098,113.75
 01/20  10:00:00,-11.07741506,7.041050021,1.403580113,1.280792909,110
 01/20  11:00:00,-8.626326216,9.716050021,2.774609353,1.05207989,160
 01/20  12:00:00,-7.819875967,10.89105002,3.140278679,1.143565098,240
 01/20  13:00:00,-7.379026723,11.76605002,3.350841533,1.280792909,288.75
 01/20  14:00:00,-6.09928882,13.24105002,4.036488243,1.05207989,318.75
 01/20  15:00:00,-4.634433838,14.94105002,4.862534096,0.343069529,258.75
 01/20  16:00:00,-3.838645853,15.89105002,5.26397992,0.800495568,322.5
 01/20  17:00:00,-3.528583825,16.07855002,5.416912595,1.471387092,293.75
 01/20  18:00:00,-4.008913784,15.01605002,5.235602847,1.585743602,240
 01/20  19:00:00,-5.205652506,13.37855002,4.647796349,0.594653851,213.75
 01/20  20:00:00,-6.299759325,12.40355002,4.05192249,0,0
 01/20  21:00:00,-6.939339495,11.86605002,3.641117216,0.571782549,328.75
 01/20  22:00:00,-7.851230806,10.61605002,3.190440218,0.914852078,173.75
 01/20  23:00:00,-9.190503204,8.916050021,2.459398815,1.334159281,57.5
 01/20  24:00:00,-9.728849737,8.278550021,2.132072015,1.1664364,98.75
 01/21  01:00:00,-10.64100793,7.278550021,1.605241417,0.914852078,116.25
 01/21  02:00:00,-11.80498446,6.303550021,0.773995652,1.524753464,107.5
 01/21  03:00:00,-12.02016708,6.078550021,0.741849749,1.700100112,100
 01/21  04:00:00,-12.23736612,5.766050021,0.763432699,1.585743602,81.25
 01/21  05:00:00,-12.89191119,4.828550021,0.434816683,1.395149419,95
 01/21  06:00:00,-13.48759535,4.378550021,-0.012317184,1.471387092,110
 01/21  07:00:00,-13.99278289,4.066050021,-0.374443772,1.395149419,116.25
 01/21  08:00:00,-14.18264256,3.878550021,-0.489643787,1.852575458,107.5
 01/21  09:00:00,-13.08313036,4.941050021,0.135880859,2.005050805,93.75
 01/21  10:00:00,-11.19349345,6.953550021,1.300375131,1.509505929,71.25
 01/21  11:00:00,-8.513959137,9.841050021,2.830660523,1.280792909,22.5
 01/21  12:00:00,-6.331128107,12.45355002,4.018394377,1.280792909,322.5
 01/21  13:00:00,-4.720775805,14.34105002,4.877767807,0.480297341,247.5
 01/21  14:00:00,-2.861415989,16.35355002,5.883567862,1.181683934,272.5
 01/21  15:00:00,-1.829537795,17.55355002,6.425412946,1.700100112,270
 01/21  16:00:00,-0.979383479,18.46605002,6.819711767,1.585743602,275
 01/21  17:00:00,-0.978390536,18.50355002,6.775999671,0.594653851,232.5
 01/21  18:00:00,-1.775117512,17.59105002,6.319252896,0.800495568,297.5
 01/21  19:00:00,-2.801949382,15.80355002,6.069212296,0.480297341,232.5
 01/21  20:00:00,-4.06680907,14.29105002,5.444239438,0,0
 01/21  21:00:00,-5.146993149,13.19105002,4.722907965,0,0
 01/21  22:00:00,-6.213417359,12.09105002,4.08305126,0.800495568,68.75
 01/21  23:00:00,-7.085899511,10.99105002,3.771151019,2.233763824,97.5
 01/21  24:00:00,-7.791036499,9.828550021,3.614593002,2.61495219,77.5
 01/22  01:00:00,-8.951064072,8.378550021,3.119348313,2.691189863,82.5
 01/22  02:00:00,-7.712592517,8.091050021,2.574234912,2.61495219,83.75
 01/22  03:00:00,-9.179709926,7.278550021,2.085190781,2.691189863,86.25
 01/22  04:00:00,-11.00485548,6.678550021,1.550986937,2.043169641,96.25
 01/22  05:00:00,-11.18830284,6.678550021,1.353975534,1.1664364,100
 01/22  06:00:00,-11.80498446,5.991050021,1.083852018,2.325249032,93.75
 01/22  07:00:00,-12.48597555,5.203550021,0.715558974,2.942774185,90
 01/22  08:00:00,-12.51685121,4.978550021,0.695438149,3.034259393,90
 01/22  09:00:00,-11.34572731,6.353550021,1.332520652,3.171487204,83.75
 01/22  10:00:00,-9.195453065,8.928550021,2.553775502,2.561585819,92.5
 01/22  11:00:00,-6.25461945,12.04105002,4.186815199,1.814456622,112.5
 01/22  12:00:00,-4.180058105,14.34105002,5.224516886,1.776337785,107.5
 01/22  13:00:00,-2.969484514,15.66605002,5.807824105,1.280792909,68.75
 01/22  14:00:00,-2.272153457,16.45355002,6.260109325,0.343069529,18.75
 01/22  15:00:00,-1.281295317,17.67855002,6.751526154,0,0
 01/22  16:00:00,-0.378941809,18.65355002,7.177997251,0,0
 01/22  17:00:00,-0.405798522,18.50355002,7.184582166,0.571782549,341.25
 01/22  18:00:00,-0.841496651,17.96605002,6.909873221,1.90594183,305
 01/22  19:00:00,-1.005176902,16.71605002,6.492214619,2.310001497,308.75
 01/22  20:00:00,-1.416855228,15.01605002,5.763422803,1.814456622,282.5
 01/22  21:00:00,-2.496326428,13.37855002,5.142979529,1.585743602,241.25
 01/22  22:00:00,-2.85620469,13.46605002,5.285289246,0.594653851,221.25
 01/22  23:00:00,-3.473937351,13.87855002,5.720912325,0,0
 01/22  24:00:00,-3.054085081,13.50355002,6.055332516,0,0
 01/23  01:00:00,-1.31154876,11.90355002,5.547529673,0.571782549,25
 01/23  02:00:00,-1.391069309,11.07855002,5.226149839,1.334159281,96.25
 01/23  03:00:00,-2.439462766,10.76605002,4.759215569,1.1664364,105
 01/23  04:00:00,-2.079580589,10.20355002,4.488389922,0.343069529,33.75
 01/23  05:00:00,-0.303056903,10.35355002,5.249845632,0,0
 01/23  06:00:00,1.181823709,10.57855002,5.316287781,1.372278117,291.25
 01/23  07:00:00,1.316440818,10.57855002,4.824106808,1.623862439,281.25
 01/23  08:00:00,0.888918785,10.20355002,4.567994249,2.462476844,287.5
 01/23  09:00:00,0.459386412,9.978550021,4.060999277,3.171487204,280
 01/23  10:00:00,0.967993783,10.66605002,4.181895487,3.171487204,267.5
 01/23  11:00:00,1.102929721,11.76605002,4.786104749,3.933863936,266.25
 01/23  12:00:00,1.740124372,12.17855002,4.862318571,4.010101609,263.75
 01/23  13:00:00,3.264858234,13.24105002,5.308911739,3.400200224,253.75
 01/23  14:00:00,1.104300003,14.56605002,5.689401255,3.743269753,250
 01/23  15:00:00,-2.506530794,14.97855002,5.550721272,4.276933466,262.5
 01/23  16:00:00,-4.235375608,14.97855002,5.017717745,4.581884158,270
 01/23  17:00:00,-5.00346028,14.60355002,4.607106926,3.933863936,257.5
 01/23  18:00:00,-5.836862115,13.69105002,4.160927431,2.866536512,243.75
 01/23  19:00:00,-5.17791873,12.27855002,3.522973072,2.310001497,233.75
 01/23  20:00:00,-2.618003201,11.67855002,3.115897006,1.623862439,230
 01/23  21:00:00,-2.413791053,11.67855002,4.190998602,2.84366521,117.5
 01/23  22:00:00,-3.416696563,10.99105002,4.764964141,2.980893021,56.25
 01/23  23:00:00,-4.95120998,9.828550021,3.666096056,1.928813132,53.75
 01/23  24:00:00,-8.376655121,9.753550021,2.220959955,1.585743602,102.5
 01/24  01:00:00,-10.88511035,9.291050021,1.235890768,1.966931968,92.5
 01/24  02:00:00,-11.89709486,8.503550021,0.711684163,1.814456622,177.5
 01/24  03:00:00,-13.11334135,6.591050021,-0.122852999,1.1664364,343.75
 01/24  04:00:00,-13.83433473,5.891050021,-0.598688019,1.715347647,333.75
 01/24  05:00:00,-13.77114088,6.453550021,-0.540197166,1.814456622,336.25
 01/24  06:00:00,-14.63127501,5.616050021,-1.030877954,1.395149419,277.5
 01/24  07:00:00,-15.68812568,4.291050021,-1.684732412,1.852575458,240
 01/24  08:00:00,-15.33423292,4.566050021,-1.501144129,1.814456622,258.75
 01/24  09:00:00,-13.21475645,6.728550021,-0.144361109,1.585743602,257.5
 01/24  10:00:00,-11.2525662,9.153550021,1.089561676,1.1664364,306.25
 01/24  11:00:00,-9.195453065,11.35355002,2.280339289,2.515843215,30
 01/24  12:00:00,-7.410371871,12.86605002,3.318970139,3.476437897,35
 01/24  13:00:00,-5.868051861,13.96605002,4.137105512,3.476437897,13.75
 01/24  14:00:00,-4.406957856,15.12855002,5.000044098,2.675942329,16.25
 01/24  15:00:00,-3.472887867,15.89105002,5.531809355,2.005050805,13.75
 01/24  16:00:00,-2.800917977,16.45355002,5.882073747,0.709010361,3.75
 01/24  17:00:00,-2.133921836,16.99105002,6.31104079,0.800495568,285
 01/24  18:00:00,-2.99995464,16.17855002,5.855677927,1.661981275,240
 01/24  19:00:00,-4.807306703,14.51605002,4.878285843,1.509505929,227.5
 01/24  20:00:00,-6.068009853,13.19105002,4.143438063,0.480297341,217.5
 01/24  21:00:00,-7.440678303,12.09105002,3.3112772,0.571782549,310
 01/24  22:00:00,-8.352909847,10.99105002,2.7072809,1.524753464,193.75
 01/24  23:00:00,-9.430595778,9.516050021,2.156980202,0.709010361,26.25
 01/24  24:00:00,-9.070719654,10.25355002,2.327453062,0.800495568,25
 01/25  01:00:00,-9.279620636,10.39105002,2.165376819,0.480297341,15
 01/25  02:00:00,-10.79452527,8.603550021,1.309229572,0.571782549,303.75
 01/25  03:00:00,-10.67062221,8.778550021,1.369904493,1.715347647,183.75
 01/25  04:00:00,-10.36444875,9.066050021,1.5431754,1.623862439,72.5
 01/25  05:00:00,-10.76042845,8.503550021,1.23079525,1.661981275,80
 01/25  06:00:00,-12.18027626,6.591050021,0.494040048,1.700100112,111.25
 01/25  07:00:00,-11.99211545,6.953550021,0.625207316,2.348120334,111.25
 01/25  08:00:00,-11.12732653,8.091050021,1.011917148,2.233763824,100
 01/25  09:00:00,-9.435577456,9.716050021,2.0709984,2.081288478,100
 01/25  10:00:00,-6.200938199,12.95355002,4.041610188,2.805546373,93.75
 01/25  11:00:00,-3.813434666,15.44105002,5.351039586,3.55267557,77.5
 01/25  12:00:00,-2.109750217,17.14105002,6.212176032,3.78138859,70
 01/25  13:00:00,0.047776773,19.15355002,7.38037865,2.790298838,82.5
 01/25  14:00:00,1.740124372,20.35355002,8.538538626,2.195644988,90
 01/25  15:00:00,3.135107943,21.26605002,9.365744069,1.814456622,133.75
 01/25  16:00:00,3.294014173,21.30355002,9.495111026,1.776337785,116.25
 01/25  17:00:00,3.450419143,21.45355002,9.65209822,1.700100112,115
 01/25  18:00:00,2.23811829,20.24105002,8.98259888,0.594653851,48.75
 01/25  19:00:00,0.294215056,18.69105002,7.745617692,0,0
 01/25  20:00:00,-1.586325643,16.90355002,6.701972183,0,0
 01/25  21:00:00,-3.874615058,14.01605002,5.744027634,0,0
 01/25  22:00:00,-5.810312114,12.09105002,4.69146778,0,0
 01/25  23:00:00,-6.705921508,11.30355002,4.177494379,0.571782549,106.25
 01/25  24:00:00,-7.6153964,10.39105002,3.52397049,1.524753464,120
 01/26  01:00:00,-8.204380794,9.978550021,3.114381653,1.890694295,96.25
 01/26  02:00:00,-7.556545354,10.66605002,3.436902061,2.081288478,93.75
 01/26  03:00:00,-8.298024254,9.703550021,2.984076694,1.814456622,108.75
 01/26  04:00:00,-9.609554415,8.191050021,2.351033764,1.776337785,95
 01/26  05:00:00,-10.12180197,7.778550021,2.098788493,1.509505929,117.5
 01/26  06:00:00,-9.459819255,8.778550021,2.415583195,1.471387092,127.5
 01/26  07:00:00,-8.858794409,9.378550021,2.697626159,1.1664364,113.75
 01/26  08:00:00,-8.175870212,10.12855002,3.087718868,1.524753464,116.25
 01/26  09:00:00,-6.941656413,11.26605002,3.786703139,2.271882661,113.75
 01/26  10:00:00,-4.417847232,13.74105002,5.22046814,1.928813132,110
 01/26  11:00:00,-2.385203508,16.04105002,6.327420996,1.585743602,116.25
 01/26  12:00:00,-0.385793503,18.05355002,7.376026799,1.776337785,113.75
 01/26  13:00:00,1.71097648,19.94105002,8.514016359,1.890694295,110
 01/26  14:00:00,3.602585901,21.57855002,9.653761765,2.462476844,110
 01/26  15:00:00,6.085233096,22.86605002,10.64835456,2.043169641,153.75
 01/26  16:00:00,7.277514063,23.27855002,11.2174993,1.1664364,167.5
 01/26  17:00:00,6.598458291,23.27855002,11.35644618,0.914852078,147.5
 01/26  18:00:00,5.510093916,21.90355002,10.67688858,0.343069529,52.5
 01/26  19:00:00,5.256280177,21.07855002,10.370807,0.571782549,347.5
 01/26  20:00:00,2.856080906,18.32855002,8.65599274,0.343069529,262.5
 01/26  21:00:00,0.158304844,15.99105002,7.268591074,0,0
 01/26  22:00:00,-0.841496651,14.82855002,6.548816971,0,0
 01/26  23:00:00,-1.55474956,13.69105002,6.122997272,0,0
 01/26  24:00:00,-2.439462766,12.59105002,5.828247495,0.800495568,81.25
 01/27  01:00:00,-2.494277382,12.55355002,5.755600033,1.852575458,111.25
 01/27  02:00:00,-2.4662891,12.09105002,5.559863653,1.623862439,68.75
 01/27  03:00:00,-2.968439091,11.67855002,5.413439258,1.05207989,87.5
 01/27  04:00:00,-3.500664993,11.30355002,5.257609454,1.90594183,103.75
 01/27  05:00:00,-3.66923153,10.76605002,4.986063022,2.50059568,87.5
 01/27  06:00:00,-5.385164749,10.57855002,4.877636103,2.310001497,98.75
 01/27  07:00:00,-6.705921508,10.20355002,4.647266195,1.814456622,103.75
 01/27  08:00:00,-7.6153964,9.291050021,4.206978447,2.157526151,81.25
 01/27  09:00:00,-5.880507713,10.25355002,4.748609739,2.691189863,70
 01/27  10:00:00,-2.480777719,12.82855002,6.017363742,2.233763824,88.75
 01/27  11:00:00,-0.138186239,14.94105002,7.122118596,1.280792909,112.5
 01/27  12:00:00,2.495676481,16.95355002,8.395845834,1.143565098,120
 01/27  13:00:00,4.330882885,18.09105002,9.062009416,0.480297341,45
 01/27  14:00:00,5.484033504,18.96605002,9.523936339,0,0
 01/27  15:00:00,7.568552763,19.75355002,10.01549375,0,0
 01/27  16:00:00,8.172592904,19.60355002,10.00927306,0,0
 01/27  17:00:00,6.695872612,19.37855002,9.910193763,0.991089751,0
 01/27  18:00:00,6.070046101,19.06605002,9.785826507,1.585743602,6.25
 01/27  19:00:00,5.382067267,18.50355002,9.53410691,1.585743602,326.25
 01/27  20:00:00,3.627584224,16.59105002,9.05495645,1.776337785,250
 01/27  21:00:00,3.111481427,15.89105002,8.947617,0.709010361,217.5
 01/27  22:00:00,2.875627781,15.76605002,8.802891924,0,0
